numero_pedido;quantidade_pedida; preco_unitario ;numero_linha_pedido;valor_venda;data_pedido;status_pedido;trimestre;mes;ano;linha_produto;preco_sugerido;codigo_produto;nome_cliente;telefone;endereco_1;endereco_2;cidade;estado;cep;pais;territorio;sobrenome_contato;nome_contato;porte_negocio
10229;30,00; R$ 7.304,00 ;12;R$ 21.912,00;11/03/2004;Enviado;1;3;2004;Caminhões e Ônibus;64;S32_3522;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10245;44,00; R$ 6.916,00 ;5;R$ 304.304,00;04/05/2004;Enviado;2;5;2004;Caminhões e Ônibus;64;S32_3522;Super Scale Inc.;2035559545;567 North Pendale Street;;New Haven;CT;97823;EUA;;Murphy;Leslie;Médio
10258;20,00; R$ 6.141,00 ;2;R$ 12.282,00;15/06/2004;Enviado;2;6;2004;Caminhões e Ônibus;64;S32_3522;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Pequeno
10270;21,00; R$ 6.335,00 ;5;R$ 133.035,00;19/07/2004;Enviado;3;7;2004;Caminhões e Ônibus;64;S32_3522;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Pequeno
10281;36,00; R$ 7.757,00 ;12;R$ 279.252,00;19/08/2004;Enviado;3;8;2004;Caminhões e Ônibus;64;S32_3522;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;EUA;;Yu;Kyung;Pequeno
10291;32,00; R$ 7.175,00 ;7;R$ 22.960,00;08/09/2004;Enviado;3;9;2004;Caminhões e Ônibus;64;S32_3522;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Pequeno
10304;36,00; R$ 7.304,00 ;2;R$ 262.944,00;11/10/2004;Enviado;4;10;2004;Caminhões e Ônibus;64;S32_3522;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;França;EMEA;Tonini;Daniel;Pequeno
10313;34,00; R$ 5.624,00 ;10;R$ 191.216,00;22/10/2004;Enviado;4;10;2004;Caminhões e Ônibus;64;S32_3522;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canadá;;Tannamuri;Yoshi;Pequeno
10324;48,00; R$ 1.000,00 ;4;R$ 820.944,00;05/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;64;S32_3522;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;EUA;;Frick;Michael;Grande
10333;33,00; R$ 7.369,00 ;4;R$ 243.177,00;18/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;64;S32_3522;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;EUA;;Murphy;Julie;Pequeno
10348;31,00; R$ 1.000,00 ;5;R$ 313.999,00;01/11/2004;Enviado;4;11;2004;Caminhões e Ônibus;64;S32_3522;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart�n;Médio
10358;36,00; R$ 1.000,00 ;2;R$ 566.964,00;10/12/2004;Enviado;4;12;2004;Caminhões e Ônibus;64;S32_3522;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10370;25,00; R$ 1.000,00 ;3;R$ 316.025,00;20/01/2005;Enviado;1;1;2005;Caminhões e Ônibus;64;S32_3522;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Médio
10382;48,00; R$ 1.000,00 ;8;R$ 679.968,00;17/02/2005;Enviado;1;2;2005;Caminhões e Ônibus;64;S32_3522;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10411;27,00; R$ 6.916,00 ;5;R$ 186.732,00;01/05/2005;Enviado;2;5;2005;Caminhões e Ônibus;64;S32_3522;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canadá;;Fresnisre;Jean;Pequeno
10424;44,00; R$ 6.141,00 ;2;R$ 270.204,00;31/05/2005;In Process;2;5;2005;Caminhões e Ônibus;64;S32_3522;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10106;33,00; R$ 7.292,00 ;5;R$ 240.636,00;17/02/2003;Enviado;1;2;2003;Carros Vintage;68;S32_4289;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Pequeno
10120;29,00; R$ 7.223,00 ;11;R$ 209.467,00;29/04/2003;Enviado;2;4;2003;Carros Vintage;68;S32_4289;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10133;49,00; R$ 571,00 ;6;R$ 27.979,00;27/06/2003;Enviado;2;6;2003;Carros Vintage;68;S32_4289;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10144;20,00; R$ 8.186,00 ;1;R$ 16.372,00;13/08/2003;Enviado;3;8;2003;Carros Vintage;68;S32_4289;Royale Belge;(071) 23 67 2555;Boulevard Tirou, 255;;Charleroi;;B-6000;Belgium;EMEA;Cartrain;Pascale;Pequeno
10168;31,00; R$ 7.361,00 ;12;R$ 228.191,00;28/10/2003;Enviado;4;10;2003;Carros Vintage;68;S32_4289;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;EUA;;Hirano;Juri;Pequeno
10210;39,00; R$ 5.916,00 ;10;R$ 230.724,00;12/01/2004;Enviado;1;1;2004;Carros Vintage;68;S32_4289;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Pequeno
10223;20,00; R$ 6.604,00 ;12;R$ 13.208,00;20/02/2004;Enviado;1;2;2004;Carros Vintage;68;S32_4289;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10235;34,00; R$ 7.773,00 ;6;R$ 264.282,00;02/04/2004;Enviado;2;4;2004;Carros Vintage;68;S32_4289;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canadá;;Lincoln;Elizabeth;Pequeno
10250;50,00; R$ 6.122,00 ;7;R$ 30.610,00;11/05/2004;Enviado;2;5;2004;Carros Vintage;68;S32_4289;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;EUA;;Frick;Sue;Médio
10262;40,00; R$ 7.911,00 ;2;R$ 31.644,00;24/06/2004;Cancelado;2;6;2004;Carros Vintage;68;S32_4289;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10275;28,00; R$ 6.397,00 ;12;R$ 179.116,00;23/07/2004;Enviado;3;7;2004;Carros Vintage;68;S32_4289;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Pequeno
10284;50,00; R$ 8.186,00 ;4;R$ 40.930,00;21/08/2004;Enviado;3;8;2004;Carros Vintage;68;S32_4289;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Médio
10297;28,00; R$ 798,00 ;7;R$ 22.344,00;16/09/2004;Enviado;3;9;2004;Carros Vintage;68;S32_4289;Clover Collections, Co.;+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;2;Ireland;EMEA;Cassidy;Dean;Pequeno
10308;46,00; R$ 6.604,00 ;10;R$ 303.784,00;15/10/2004;Enviado;4;10;2004;Carros Vintage;68;S32_4289;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;EUA;;Frick;Steve;Médio
10316;24,00; R$ 5.916,00 ;2;R$ 141.984,00;01/11/2004;Enviado;4;11;2004;Carros Vintage;68;S32_4289;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;Reino Unido;EMEA;Bennett;Helen;Pequeno
10328;24,00; R$ 8.117,00 ;5;R$ 194.808,00;12/11/2004;Enviado;4;11;2004;Carros Vintage;68;S32_4289;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Pequeno
10340;39,00; R$ 5.916,00 ;3;R$ 230.724,00;24/11/2004;Enviado;4;11;2004;Carros Vintage;68;S32_4289;Enaco Distributors;(93) 203 4555;Rambla de Catalu�a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Pequeno
10353;40,00; R$ 4.451,00 ;7;R$ 17.804,00;04/12/2004;Enviado;4;12;2004;Carros Vintage;68;S32_4289;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;EUA;;Lewis;Dan;Pequeno
10361;49,00; R$ 7.233,00 ;2;R$ 354.417,00;17/12/2004;Enviado;4;12;2004;Carros Vintage;68;S32_4289;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Médio
10375;44,00; R$ 8.226,00 ;4;R$ 361.944,00;03/02/2005;Enviado;1;2;2005;Carros Vintage;68;S32_4289;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Médio
10388;35,00; R$ 1.000,00 ;8;R$ 391.895,00;03/03/2005;Enviado;1;3;2005;Carros Vintage;68;S32_4289;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;EUA;;Benitez;Violeta;Médio
10398;22,00; R$ 6.741,00 ;4;R$ 148.302,00;30/03/2005;Enviado;1;3;2005;Carros Vintage;68;S32_4289;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Pequeno
10401;62,00; R$ 7.773,00 ;6;R$ 481.926,00;03/04/2005;Em Espera;2;4;2005;Carros Vintage;68;S32_4289;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;EUA;;Brown;William;Médio
10416;26,00; R$ 6.122,00 ;7;R$ 159.172,00;10/05/2005;Enviado;2;5;2005;Carros Vintage;68;S32_4289;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Pequeno
10108;31,00; R$ 1.000,00 ;16;R$ 366.978,00;03/03/2003;Enviado;1;3;2003;Motocicletas;102;S32_4485;Cruz & Sons Co.;+63 2 555 3587;15 McCallum Street - NatWest Center #13-03;;Makati City;;1227 MM;Philippines;Japan;Cruz;Arnold;Médio
10121;25,00; R$ 8.674,00 ;3;R$ 21.685,00;07/05/2003;Enviado;2;5;2003;Motocicletas;102;S32_4485;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Pequeno
10135;30,00; R$ 898,00 ;17;R$ 26.940,00;02/07/2003;Enviado;3;7;2003;Motocicletas;102;S32_4485;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10145;27,00; R$ 1.000,00 ;4;R$ 325.134,00;25/08/2003;Enviado;3;8;2003;Motocicletas;102;S32_4485;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;EUA;;Young;Julie;Médio
10159;23,00; R$ 1.000,00 ;12;R$ 234.715,00;10/10/2003;Enviado;4;10;2003;Motocicletas;102;S32_4485;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Pequeno
10169;34,00; R$ 1.000,00 ;12;R$ 392.088,00;04/11/2003;Enviado;4;11;2003;Motocicletas;102;S32_4485;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Médio
10180;22,00; R$ 1.000,00 ;7;R$ 25.146,00;11/11/2003;Enviado;4;11;2003;Motocicletas;102;S32_4485;Daedalus Designs Imports;20.16.1555;184, chausse de Tournai;;Lille;;59000;França;EMEA;Rance;Martine;Pequeno
10190;42,00; R$ 8.572,00 ;4;R$ 360.024,00;19/11/2003;Enviado;4;11;2003;Motocicletas;102;S32_4485;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10211;37,00; R$ 1.000,00 ;12;R$ 404.003,00;15/01/2004;Enviado;1;1;2004;Motocicletas;102;S32_4485;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;França;EMEA;Perrier;Dominique;Médio
10224;30,00; R$ 1.000,00 ;5;R$ 33.369,00;21/02/2004;Enviado;1;2;2004;Motocicletas;102;S32_4485;Daedalus Designs Imports;20.16.1555;184, chausse de Tournai;;Lille;;59000;França;EMEA;Rance;Martine;Médio
10237;27,00; R$ 1.000,00 ;5;R$ 311.364,00;05/04/2004;Enviado;2;4;2004;Motocicletas;102;S32_4485;Vitachrome Inc.;2125551500;2678 Kingston Rd.;Suite 101;NYC;NY;10022;EUA;;Frick;Michael;Médio
10252;25,00; R$ 1.000,00 ;9;R$ 28.320,00;26/05/2004;Enviado;2;5;2004;Motocicletas;102;S32_4485;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;França;EMEA;Perrier;Dominique;Pequeno
10264;34,00; R$ 9.797,00 ;7;R$ 333.098,00;30/06/2004;Enviado;2;6;2004;Motocicletas;102;S32_4485;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;EUA;;Yoshido;Juri;Médio
10276;38,00; R$ 1.000,00 ;13;R$ 430.464,00;02/08/2004;Enviado;3;8;2004;Motocicletas;102;S32_4485;Online Mini Collectables;6175557555;7635 Spinnaker Dr.;;Brickhaven;MA;58339;EUA;;Barajas;Miguel;Médio
10285;26,00; R$ 1.000,00 ;4;R$ 260.026,00;27/08/2004;Enviado;3;8;2004;Motocicletas;102;S32_4485;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;EUA;;Hernandez;Marta;Pequeno
10299;38,00; R$ 1.000,00 ;7;R$ 438.216,00;30/09/2004;Enviado;3;9;2004;Motocicletas;102;S32_4485;Toys of Finland, Co.;90-224 8555;Keskuskatu 45;;Helsinki;;21240;Finland;EMEA;Karttunen;Matti;Médio
10309;50,00; R$ 847,00 ;3;R$ 42.350,00;15/10/2004;Enviado;4;10;2004;Motocicletas;102;S32_4485;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Médio
10319;22,00; R$ 1.000,00 ;8;R$ 26.268,00;03/11/2004;Enviado;4;11;2004;Motocicletas;102;S32_4485;Microscale Inc.;2125551957;5290 North Pendale Street;Suite 200;NYC;NY;10022;EUA;;Kuo;Kee;Pequeno
10331;32,00; R$ 1.000,00 ;4;R$ 502.656,00;17/11/2004;Enviado;4;11;2004;Motocicletas;102;S32_4485;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;EUA;;Hernandez;Rosa;Médio
10341;31,00; R$ 7.102,00 ;4;R$ 220.162,00;24/11/2004;Enviado;4;11;2004;Motocicletas;102;S32_4485;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Pequeno
10355;40,00; R$ 1.000,00 ;5;R$ 43.268,00;07/12/2004;Enviado;4;12;2004;Motocicletas;102;S32_4485;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10365;22,00; R$ 1.000,00 ;3;R$ 342.518,00;07/01/2005;Enviado;1;1;2005;Motocicletas;102;S32_4485;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;EUA;;Tam;Wing C;Médio
10375;41,00; R$ 1.000,00 ;15;R$ 470.188,00;03/02/2005;Enviado;1;2;2005;Motocicletas;102;S32_4485;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Médio
10390;45,00; R$ 4.898,00 ;12;R$ 22.041,00;04/03/2005;Enviado;1;3;2005;Motocicletas;102;S32_4485;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10403;45,00; R$ 1.000,00 ;5;R$ 51.894,00;08/04/2005;Enviado;2;4;2005;Motocicletas;102;S32_4485;UK Collectables, Ltd.;(171) 555-2282;Berkeley Gardens 12  Brewery;;Liverpool;;WX1 6LT;Reino Unido;EMEA;Devon;Elizabeth;Médio
10106;39,00; R$ 4.015,00 ;6;R$ 156.585,00;17/02/2003;Enviado;1;2;2003;Carros Vintage;43;S50_1341;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Pequeno
10120;49,00; R$ 5.062,00 ;12;R$ 248.038,00;29/04/2003;Enviado;2;4;2003;Carros Vintage;43;S50_1341;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10133;27,00; R$ 5.019,00 ;7;R$ 135.513,00;27/06/2003;Enviado;2;6;2003;Carros Vintage;43;S50_1341;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10143;34,00; R$ 3.666,00 ;1;R$ 124.644,00;10/08/2003;Enviado;3;8;2003;Carros Vintage;43;S50_1341;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;EUA;;Tam;Wing C;Pequeno
10156;20,00; R$ 4.102,00 ;1;R$ 8.204,00;08/10/2003;Enviado;4;10;2003;Carros Vintage;43;S50_1341;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10168;48,00; R$ 5.193,00 ;13;R$ 249.264,00;28/10/2003;Enviado;4;10;2003;Carros Vintage;43;S50_1341;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;EUA;;Hirano;Juri;Pequeno
10199;29,00; R$ 384,00 ;1;R$ 11.136,00;01/12/2003;Enviado;4;12;2003;Carros Vintage;43;S50_1341;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;EUA;;Thompson;Steve;Pequeno
10210;43,00; R$ 4.102,00 ;11;R$ 176.386,00;12/01/2004;Enviado;1;1;2004;Carros Vintage;43;S50_1341;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Pequeno
10223;41,00; R$ 4.626,00 ;13;R$ 189.666,00;20/02/2004;Enviado;1;2;2004;Carros Vintage;43;S50_1341;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10235;41,00; R$ 3.535,00 ;7;R$ 144.935,00;02/04/2004;Enviado;2;4;2004;Carros Vintage;43;S50_1341;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canadá;;Lincoln;Elizabeth;Pequeno
10250;36,00; R$ 5.193,00 ;8;R$ 186.948,00;11/05/2004;Enviado;2;5;2004;Carros Vintage;43;S50_1341;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;EUA;;Frick;Sue;Pequeno
10262;49,00; R$ 3.797,00 ;3;R$ 186.053,00;24/06/2004;Cancelado;2;6;2004;Carros Vintage;43;S50_1341;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10275;38,00; R$ 4.539,00 ;13;R$ 172.482,00;23/07/2004;Enviado;3;7;2004;Carros Vintage;43;S50_1341;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Pequeno
10284;33,00; R$ 5.193,00 ;5;R$ 171.369,00;21/08/2004;Enviado;3;8;2004;Carros Vintage;43;S50_1341;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Pequeno
10296;26,00; R$ 4.844,00 ;1;R$ 125.944,00;15/09/2004;Enviado;3;9;2004;Carros Vintage;43;S50_1341;Bavarian Collectables Imports, Co.;+49 89 61 08 9555;Hansastr. 15;;Munich;;80686;Alemanha;EMEA;Donnermeyer;Michael;Pequeno
10308;47,00; R$ 4.364,00 ;11;R$ 205.108,00;15/10/2004;Enviado;4;10;2004;Carros Vintage;43;S50_1341;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;EUA;;Frick;Steve;Pequeno
10316;34,00; R$ 4.757,00 ;3;R$ 161.738,00;01/11/2004;Enviado;4;11;2004;Carros Vintage;43;S50_1341;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;Reino Unido;EMEA;Bennett;Helen;Pequeno
10328;34,00; R$ 5.193,00 ;7;R$ 176.562,00;12/11/2004;Enviado;4;11;2004;Carros Vintage;43;S50_1341;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Pequeno
10340;40,00; R$ 5.062,00 ;4;R$ 20.248,00;24/11/2004;Enviado;4;11;2004;Carros Vintage;43;S50_1341;Enaco Distributors;(93) 203 4555;Rambla de Catalu�a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Pequeno
10353;40,00; R$ 8.221,00 ;8;R$ 32.884,00;04/12/2004;Enviado;4;12;2004;Carros Vintage;43;S50_1341;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;EUA;;Lewis;Dan;Médio
10361;33,00; R$ 8.259,00 ;3;R$ 272.547,00;17/12/2004;Enviado;4;12;2004;Carros Vintage;43;S50_1341;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Pequeno
10375;49,00; R$ 658,00 ;5;R$ 32.242,00;03/02/2005;Enviado;1;2;2005;Carros Vintage;43;S50_1341;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Médio
10388;27,00; R$ 1.000,00 ;1;R$ 321.138,00;03/03/2005;Enviado;1;3;2005;Carros Vintage;43;S50_1341;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;EUA;;Benitez;Violeta;Médio
10398;49,00; R$ 3.666,00 ;5;R$ 179.634,00;30/03/2005;Enviado;1;3;2005;Carros Vintage;43;S50_1341;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Pequeno
10401;56,00; R$ 3.535,00 ;7;R$ 19.796,00;03/04/2005;Em Espera;2;4;2005;Carros Vintage;43;S50_1341;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;EUA;;Brown;William;Pequeno
10416;37,00; R$ 5.193,00 ;8;R$ 192.141,00;10/05/2005;Enviado;2;5;2005;Carros Vintage;43;S50_1341;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Pequeno
10104;33,00; R$ 1.000,00 ;7;R$ 370.524,00;31/01/2003;Enviado;1;1;2003;Caminhões e Ônibus;115;S50_1392;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10115;27,00; R$ 1.000,00 ;3;R$ 284.391,00;04/04/2003;Enviado;2;4;2003;Caminhões e Ônibus;115;S50_1392;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;EUA;;Hernandez;Maria;Pequeno
10127;46,00; R$ 1.000,00 ;9;R$ 617.642,00;03/06/2003;Enviado;2;6;2003;Caminhões e Ônibus;115;S50_1392;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;EUA;;Young;Jeff;Médio
10141;44,00; R$ 1.000,00 ;3;R$ 550.044,00;01/08/2003;Enviado;3;8;2003;Caminhões e Ônibus;115;S50_1392;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Médio
10151;26,00; R$ 1.000,00 ;1;R$ 32.201,00;21/09/2003;Enviado;3;9;2003;Caminhões e Ônibus;115;S50_1392;Oulu Toy Supplies, Inc.;981-443655;Torikatu 38;;Oulu;;90110;Finland;EMEA;Koskitalo;Pirkko;Médio
10165;48,00; R$ 9.492,00 ;10;R$ 455.616,00;22/10/2003;Enviado;4;10;2003;Caminhões e Ônibus;115;S50_1392;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Médio
10176;23,00; R$ 1.000,00 ;9;R$ 311.489,00;06/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;115;S50_1392;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Médio
10184;45,00; R$ 1.000,00 ;4;R$ 49.482,00;14/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;115;S50_1392;Iberia Gift Imports, Corp.;(95) 555 82 82;C/ Romero, 33;;Sevilla;;41101;Spain;EMEA;Roel;Jose Pedro;Médio
10195;49,00; R$ 1.000,00 ;4;R$ 516.117,00;25/11/2003;Enviado;4;11;2003;Caminhões e Ônibus;115;S50_1392;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;EUA;;Frick;Steve;Médio
10207;28,00; R$ 9.492,00 ;5;R$ 265.776,00;09/12/2003;Enviado;4;12;2003;Caminhões e Ônibus;115;S50_1392;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;EUA;;Franco;Valarie;Pequeno
10220;37,00; R$ 1.000,00 ;9;R$ 398.305,00;12/02/2004;Enviado;1;2;2004;Caminhões e Ônibus;115;S50_1392;Clover Collections, Co.;+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;2;Ireland;EMEA;Cassidy;Dean;Médio
10230;34,00; R$ 1.000,00 ;7;R$ 397.494,00;15/03/2004;Enviado;1;3;2004;Caminhões e Ônibus;115;S50_1392;Blauer See Auto, Co.;+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;60528;Alemanha;EMEA;Keitel;Roland;Médio
